DATE,excess,term_spread,real_yield,inv_wealth,rolling_6m,momentum
2012-08-01,1.5869565217391306,0.6139130434782608,-0.9719869565217392,0.093023614915053,-1.2879658008658008,-1
2012-09-01,1.6489473684210527,0.5589473684210526,-1.2807526315789477,0.0917401857255576,-1.105430293619424,1
2012-10-01,1.6366666666666667,0.6085714285714287,-1.447128571428571,0.0942330902883883,-1.0579511867613698,1
2012-11-01,1.529,0.5750000000000001,-1.131,0.0945690371703985,-1.0693995994597827,1
2012-12-01,1.6800000000000002,0.6259999999999999,-1.0635,0.0945147635851232,-1.0952192964294796,-1
2013-01-01,1.8633333333333333,0.7352380952380952,-0.8788619047619047,0.0909796382186678,-1.115390725000908,-1
2013-02-01,1.907368421052632,0.7463157894736842,-1.171784210526316,0.0909859176072328,-1.1288716773818606,1
2013-03-01,1.88,0.7285,-0.7002999999999999,0.0890427569273623,-1.1621712197159566,-1
2013-04-01,1.7100000000000002,0.6504545454545454,-0.4283454545454546,0.0887148625104363,-1.0654291144527988,-1
2013-05-01,1.9077272727272727,0.8009090909090909,-0.5494909090909091,0.0882193231821848,-0.8956319283056126,-1
2013-06-01,2.2655,1.1535,-0.5123,0.0906064310335824,-0.7987137464874308,-1
2013-07-01,2.5613636363636365,1.3631818181818185,-0.4823181818181816,0.0877024625196345,-0.706847079820764,-1
2013-08-01,2.7004545454545457,1.4804545454545457,-0.0183454545454544,0.0914824557551195,-0.6407564593301436,-1
2013-09-01,2.792,1.5759999999999998,0.5012999999999999,0.0899555700875847,-0.4485166666666666,-1
2013-10-01,2.5054545454545454,1.316818181818182,0.4900181818181819,0.08750367820735,-0.24825,-1
2013-11-01,2.672631578947368,1.3010526315789472,0.1381526315789472,0.0866045920746122,-0.0951893939393939,-1
2013-12-01,2.8847619047619046,1.5061904761904763,0.0633904761904764,0.0861498302578205,0.0194178628389154,-1
2014-01-01,2.841428571428571,1.6066666666666665,0.0888666666666664,0.0903955546939796,0.1153662755373282,1
2014-02-01,2.662631578947368,1.4657894736842103,0.3952894736842105,0.0879931655517946,0.2105637502848029,-1
2014-03-01,2.6719047619047616,1.5895238095238096,0.0268238095238095,0.0886486435893347,0.279502904989747,1
2014-04-01,2.681904761904762,1.670952380952381,-0.3141476190476189,0.0892921056020327,0.200423539910382,1
2014-05-01,2.532380952380952,1.562857142857143,-0.5741428571428568,0.0887076510953835,0.0663959064327485,1
2014-06-01,2.5742857142857143,1.6390476190476189,-0.3799523809523812,0.0883437841568745,-0.0523200083542187,1
2014-07-01,2.5181818181818185,1.6695454545454544,-0.2746545454545455,0.0907267514984781,-0.126210484544695,1
2014-08-01,2.39,1.6014285714285712,-0.0836714285714288,0.088690945535052,-0.1867973532315637,-1
2014-09-01,2.5228571428571427,1.7538095238095237,0.0897095238095238,0.0910797083816123,-0.2666241702741703,-1
2014-10-01,2.283181818181818,1.5259090909090909,-0.063590909090909,0.090112998949395,-0.2561432178932179,-1
2014-11-01,2.283888888888889,1.6005555555555555,0.3890555555555555,0.0891596292724895,-0.2143837662337663,-1
2014-12-01,2.182272727272728,1.61,0.9869,0.0905811877020736,-0.0538506974506975,-1
2015-01-01,1.8635,1.3445,1.6044,0.0941346771082612,0.1739580327080326,-1
2015-02-01,1.957368421052632,1.4526315789473685,1.5596315789473685,0.0903126465708878,0.4871337902837902,-1
2015-03-01,2.02,1.4890909090909092,1.5410909090909093,0.0927203947616024,0.7610176248702564,-1
2015-04-01,1.9190909090909087,1.3345454545454545,1.4585454545454546,0.0927433144118196,1.002914522417154,-1
2015-05-01,2.1845000000000003,1.5185,1.5035,0.0926023699284531,1.256603916356548,-1
2015-06-01,2.359545454545455,1.6636363636363636,1.5040363636363636,0.0951308749555206,1.4423446570972889,-1
2015-07-01,2.294545454545455,1.602272727272727,1.406572727272727,0.0939602418931291,1.5285340510366827,1
2015-08-01,2.1333333333333333,1.4714285714285713,1.3001285714285713,0.100209608839536,1.4955628389154705,1
2015-09-01,2.1733333333333333,1.47,1.4812,0.1026382659933155,1.4523123376623377,-1
2015-10-01,2.0585714285714283,1.3657142857142857,1.2581142857142855,0.0952962875179027,1.4423305194805194,1
2015-11-01,2.1942105263157896,1.5510526315789472,1.2347526315789472,0.0957233796796787,1.4089253246753246,1
2015-12-01,2.0727272727272728,1.4686363636363635,1.0599363636363637,0.0976882326553489,1.3641340966051494,1
2016-01-01,1.8610526315789475,1.258421052631579,0.280921052631579,0.102618435544657,1.2901174299384823,1
2016-02-01,1.5285000000000002,0.912,0.3746999999999999,0.1027394538706295,1.102508817498291,1
2016-03-01,1.6381818181818182,1.085909090909091,0.484309090909091,0.0967413501210436,0.948270722260196,1
2016-04-01,1.6185714285714283,1.028095238095238,0.0854952380952378,0.0968328187470764,0.782122237411711,1
2016-05-01,1.5847619047619046,1.0304761904761903,0.2219761904761903,0.0958341624497356,0.5866857294752031,1
2016-06-01,1.4254545454545458,0.8963636363636363,0.0870636363636363,0.0961722500718622,0.4178896559580769,1
2016-07-01,1.2455,0.7714999999999999,0.2030999999999999,0.0935788006271424,0.2557442014126224,1
2016-08-01,1.298695652173913,0.8330434782608696,0.0777434782608696,0.0943237316754923,0.2427740259740259,1
2016-09-01,1.445714285714286,0.888095238095238,-0.3705047619047619,0.0949962822654233,0.1932812723508375,1
2016-10-01,1.5285,0.942,-0.4138999999999999,0.0971903864908061,0.050812296881862,1
2016-11-01,1.8525000000000005,1.146,-0.0882999999999998,0.0945808381422916,-0.0324202428006775,1
2016-12-01,2.0809523809523807,1.4490476190476191,-0.091752380952381,0.0936011496631761,-0.0841329412133759,1
2017-01-01,1.9465,1.4065,-0.5939000000000003,0.092760908956261,-0.1139356107660455,1
2017-02-01,1.9468421052631577,1.3815789473684212,-0.9088210526315788,0.0904907116835387,-0.2467689440993788,1
2017-03-01,1.8330434782608696,1.2734782608695652,-0.4277217391304346,0.0914733497094926,-0.411196365914787,1
2017-04-01,1.5636842105263158,1.0242105263157897,-0.3519894736842104,0.0915843147029465,-0.4207325287857324,-1
2017-05-01,1.5972727272727274,0.946818181818182,-0.0194818181818181,0.0914826199518798,-0.4104141077331008,-1
2017-06-01,1.3650000000000002,0.7940909090909092,0.1334909090909091,0.0919399176127573,-0.3989444107634039,-1
2017-07-01,1.3685,0.8019999999999998,0.1468999999999998,0.0911752794929811,-0.3614038624228555,-1
2017-08-01,1.2460869565217392,0.7665217391304346,-0.1515782608695652,0.0920129369668691,-0.2379371957561888,-1
2017-09-01,1.2254999999999998,0.7675000000000001,-0.3831,0.0912434035923221,-0.1117300637958532,1
2017-10-01,1.383809523809524,0.910952380952381,-0.0398476190476189,0.0903365451192363,-0.1042931072741141,-1
2017-11-01,1.2866666666666668,0.8199999999999998,-0.1225,0.0890820585897596,-0.0522694648346822,1
2017-12-01,1.2239999999999998,0.8619999999999999,0.0520999999999998,0.0893932872587904,-0.0694391618043792,-1
2018-01-01,1.3104761904761906,0.971904761904762,0.2306047619047619,0.0861745699081519,-0.0830043133195307,-1
2018-02-01,1.501578947368421,1.029473684210526,0.3359736842105261,0.0907001725483047,-0.069053519668737,-1
2018-03-01,1.2361904761904765,0.9295238095238096,0.2985238095238096,0.093885371444686,0.0122051378446114,-1
2018-04-01,1.2404761904761905,0.9419047619047618,0.2309047619047617,0.0942677293048669,0.1258091060985797,-1
2018-05-01,1.3081818181818186,0.9568181818181818,0.034918181818182,0.0930464600752609,0.1709345029239765,1
2018-06-01,1.1404761904761906,0.8757142857142859,-0.031885714285714,0.0933382538846447,0.1971708665603402,1
2018-07-01,1.0285714285714287,0.8176190476190475,-0.0764809523809524,0.0910836685739394,0.1831732475127212,1
2018-08-01,0.983913043478261,0.7378260869565221,0.1249260869565218,0.0895673385395932,0.1319922951317688,1
2018-09-01,1.0036842105263155,0.7636842105263155,0.5615842105263154,0.0902659197556538,0.0968176955894348,-1
2018-10-01,1.0131818181818175,0.7504545454545455,0.5084545454545455,0.0972981095644999,0.140661095756519,-1
2018-11-01,0.9245,0.617,0.7997000000000001,0.0960318255518575,0.1869193930148164,-1
2018-12-01,0.5089473684210528,0.3115789473684209,0.6791789473684209,0.105162347764999,0.3143830293784527,-1
2019-01-01,0.3533333333333335,0.1661904761904757,0.985490476190476,0.097742172633938,0.4328938063208085,-1
2019-02-01,0.2910526315789474,0.0978947368421052,0.9677947368421054,0.0954282678488232,0.6098890444160466,-1
2019-03-01,0.1609523809523807,-0.0271428571428571,0.5197571428571428,0.0943731157172487,0.7503671527303105,1
2019-04-01,0.1476190476190475,-0.0466666666666664,0.3415333333333334,0.0917229876099273,0.7433959747854484,1
2019-05-01,0.039090909090909,-0.1622727272727271,0.3942272727272728,0.098363006985171,0.7155757727652464,1
2019-06-01,-0.1074999999999999,-0.345,0.1753,0.0928180448716382,0.6479969848864585,1
2019-07-01,-0.0531818181818182,-0.2718181818181819,0.048381818181818,0.0924537746836869,0.5640171603250551,1
2019-08-01,-0.4049999999999998,-0.4631818181818181,-0.2599818181818181,0.0947415090080921,0.4078323839902788,1
2019-09-01,-0.2524999999999999,-0.3249999999999999,-0.1515999999999999,0.0938271096214339,0.2032029581529582,1
2019-10-01,0.01,-0.125,-0.2442000000000002,0.0927535961730996,0.091310101010101,1
2019-11-01,0.2584210526315789,0.0994736842105261,-0.4227263157894736,0.0907296317392845,-0.0063121212121212,1
2019-12-01,0.3395238095238093,0.1423809523809522,-0.6316190476190477,0.0893870083725181,-0.1424710526315789,1
2020-01-01,0.2542857142857144,0.0423809523809524,-0.9380190476190476,0.0905794984380358,-0.2769575605680869,1
2020-02-01,-0.043157894736842,-0.1963157894736842,-1.0156157894736844,0.099008059528926,-0.4413577048682311,1
2020-03-01,0.5059090909090909,0.3018181818181818,-0.951081818181818,0.1118507458038217,-0.5672967000835422,1
2020-04-01,0.5490476190476191,0.2480952380952381,0.0428952380952381,0.0993341649899864,-0.700543669780512,-1
2020-05-01,0.5760000000000001,0.2095,0.1131,0.095527889999648,-0.6526944634313055,-1
2020-06-01,0.5986363636363636,0.1845454545454545,-0.3714545454545454,0.0944227028646311,-0.5633900774663932,-1
2020-07-01,0.5177272727272727,0.1486363636363636,-0.7354636363636364,0.0905424378190803,-0.5200293271056429,1
2020-08-01,0.5680952380952381,0.1666666666666666,-1.042433333333333,0.0861525883039522,-0.4862700918964077,1
2020-09-01,0.59,0.1595238095238095,-1.1019761904761904,0.0907031502446592,-0.4907396825396826,1
2020-10-01,0.7004761904761905,0.2357142857142856,-0.8467857142857145,0.0939555309927409,-0.5158887445887447,1
2020-11-01,0.7831578947368423,0.2978947368421053,-0.7797052631578947,0.0863489784866324,-0.6641689033189034,1
2020-12-01,0.8577272727272727,0.2959090909090909,-0.9360909090909092,0.0849324777310945,-0.8129697805118857,1
2021-01-01,1.0047368421052632,0.3652631578947368,-0.9495368421052632,0.0873000948911515,-0.9070758411179464,1
2021-02-01,1.2221052631578946,0.5026315789473684,-1.1507684210526317,0.0865722054272668,-0.9427547087415508,1
2021-03-01,1.5865217391304347,0.7930434782608695,-1.8074565217391303,0.0847429944103316,-0.9608105566947674,1
2021-04-01,1.6186363636363637,0.8418181818181818,-3.2687818181818185,0.0824694602289136,-1.078390611905257,1
2021-05-01,1.6135,0.7995,-4.0955,0.0838175152449385,-1.4820566292212745,1
2021-06-01,1.491818181818182,0.7986363636363636,-4.442963636363636,0.0837964487030309,-2.034689085361625,1
2021-07-01,1.2690476190476192,0.7142857142857143,-4.457214285714286,0.0837393764541379,-2.619167873240414,1
2021-08-01,1.241818181818182,0.7222727272727273,-4.4160272727272725,0.0832421192832715,-3.203780780508584,1
2021-09-01,1.320952380952381,0.8238095238095238,-4.519790476190477,0.0886596830981441,-3.747990589121024,1
2021-10-01,1.5285,1.056,-5.1318,0.0846332832605239,-4.200046248196249,1
2021-11-01,1.489,1.1525,-5.6599,0.0868100674687869,-4.510549278499279,1
